Entrez_ID	hgnc_symbol	logFC	P.Value	adj.P.Val
222161	NA	-1.6239039463402827	2.7430947224276108e-6	2.2708753292625726e-5
51250	MTRES1	0.7536392432180846	2.743546848251867e-6	2.2708753292625726e-5
1666	DECR1	1.154466338438364	2.745793844257427e-6	2.2715714870285328e-5
51052	PRLH	-1.5624473926407005	2.749669232507613e-6	2.273613397626689e-5
728175	NA	1.0334884780003057	2.756521721450813e-6	2.2781136293340557e-5
197407	ZNF48	-0.7381507885996644	2.769387666830805e-6	2.2875765098663248e-5
23035	PHLPP2	1.2282920047839614	2.7752621092950737e-6	2.291257531930532e-5
9648	GCC2	1.2428058407255	2.7770985706653297e-6	2.2916027378059105e-5
5458	POU4F2	-0.9318129118069236	2.7791242136795e-6	2.2921036202358182e-05
3164	NR4A1	2.9861770680652064	2.781678202690127e-6	2.2930395265747134e-5
221830	POLR1F	1.6197907620101593	2.785504768638332e-6	2.2950229753640757e-5
93594	TBC1D31	-0.8279793620894389	2.789198651489656e-6	2.296895138232333e-5
171392	ZNF675	0.7035155611163001	2.790904076290324e-6	2.297128739715882e-5
4702	NDUFA8	0.7160538276385582	2.796755112174727e-6	2.3007725227804007e-5
80746	TSEN2	1.1992781104379768	2.800778063474225e-6	2.3029094743792902e-5
8721	EDF1	1.6234073658670225	2.808377459715302e-6	2.3079834494720315e-5
219479	OR8U3	1.073369070706765	2.811065489046376e-6	2.3090180532039805e-5
7268	TTC4	1.1990119084451625	2.817150210182177e-6	2.3128402411541375e-5
89932	PAPLN	0.7897708657399558	2.823530966157052e-6	2.316901463697282e-5
9971	NR1H4	0.9679595589706292	2.8275195348182833e-6	2.3181526400546762e-5
84861	KLHL22	-1.2822793916854542	2.8283872712671398e-6	2.3181526400546762e-5
64854	USP46	-0.7695473653814836	2.829360033538294e-6	2.3181526400546762e-5
248	ALPI	1.3046005840116217	2.8324006483893027e-6	2.3194676774468303e-5
10881	ACTL7A	0.988489380054065	2.8370198776521913e-6	2.3220734631826977e-5
23413	NCS1	1.5778675254274444	2.8403854609218164e-6	2.323232502631525e-5
84808	PERM1	-1.4571443708148093	2.8420729777142855e-6	2.323232502631525e-5
728	C5AR1	-0.7552910765153523	2.8427496798307392e-6	2.323232502631525e-5
55079	FEZF2	-0.9543078953300909	2.8443153027180513e-6	2.3233368223465902e-5
150147	UMODL1-AS1	1.2414401862866402	2.84850599813173e-6	2.3249735235045108e-5
79595	SAP130	-1.0693822185067567	2.8491969898736964e-6	2.3249735235045108e-5
2188	FANCF	-0.9773987206694106	2.8518406329525952e-6	2.3255568597243308e-5
10217	CTDSPL	1.4724114881492372	2.8531151051907216e-6	2.3255568597243308e-5
571	BACH1	1.1206329474897418	2.854229902106423e-6	2.3255568597243308e-5
100132288	TEKT4P2	1.0649478089592737	2.855914516938828e-6	2.325756595271202e-5
64094	SMOC2	-0.7757860379883013	2.862164767856251e-6	2.3296723503402238e-5
3232	HOXD3	-1.018229120059954	2.8637511541851386e-6	2.3297898992028844e-5
57466	SCAF4	1.0915767325436558	2.870050747229577e-6	2.3335932782465014e-5
1948	EFNB2	-0.7899024967257847	2.871314871049108e-6	2.3335932782465014e-5
23163	GGA3	1.016247392132235	2.874250612691716e-6	2.3340607462925827e-5
54543	TOMM7	-0.8982087582936732	2.8753764568213545e-6	2.3340607462925827e-5
23131	GPATCH8	1.083185170550463	2.8762238942059367e-6	2.3340607462925827e-5
318	NUDT2	1.0614027906690409	2.8888779045822105e-6	2.3431526257196173e-5
80724	ACAD10	-1.0428852671177302	2.8909146993901385e-6	2.3436281383866766e-5
55361	PI4K2A	-0.8681980856651371	2.914179232333122e-6	2.3613036036512667e-5
339221	ENPP7	-0.7322126420570971	2.9159445595960375e-6	2.3615496866863747e-5
64778	FNDC3B	0.6906283129191179	2.929941275240732e-6	2.3714598156856488e-5
11144	DMC1	-0.7400079795064066	2.9311166998355145e-6	2.3714598156856488e-5
4316	MMP7	-0.7974417985110172	2.936600108460485e-6	2.3747071047245274e-5
57143	ADCK1	-1.1129355157521792	2.9401498940957515e-6	2.376388286088297e-5
143379	SPMIP5	-0.7584211733303132	2.947795192677192e-6	2.3813763464042698e-5
5034	P4HB	0.7815216386477	2.9504272866907836e-6	2.382311527789255e-5
1474	CST6	1.323575660625448	2.954409038606819e-6	2.382944120408523e-5
84705	GTPBP3	5.545540268158453	2.9551832757829275e-6	2.382944120408523e-5
7011	TEP1	0.8396469431286667	2.9556353390472734e-6	2.382944120408523e-5
10681	GNB5	3.233044973653982	2.9617272912447455e-6	2.3866647304060523e-5
162979	ZNF296	-0.7677960027547824	2.9681051760509665e-6	2.390611930680731e-5
653121	ZBTB8A	1.1518645377401129	2.975350819500523e-6	2.392703564382776e-5
27232	GNMT	1.6652235261924961	2.977865358918819e-6	2.392703564382776e-5
51295	ECSIT	0.8172617521665364	2.978286284005125e-6	2.392703564382776e-5
5260	PHKG1	0.9849910409106646	2.9787726531875805e-6	2.392703564382776e-5
143241	DYDC1	2.467496127445341	2.979192424786272e-6	2.392703564382776e-5
51593	SRRT	-0.6575569177656901	2.979587529577363e-6	2.392703564382776e-5
90529	STPG1	0.9277446434154203	2.9827861170917485e-6	2.3940822301962932e-5
57403	RAB22A	0.7427484790743816	2.9882129610228398e-6	2.395026689540477e-5
255101	CFAP65	-0.8267584727481537	2.9891453207431447e-6	2.395026689540477e-5
682	BSG	1.3628604285064503	2.9896247817102894e-6	2.395026689540477e-5
29085	PHPT1	-0.755236568344366	2.991173453932646e-6	2.395026689540477e-5
51339	DACT1	0.8062656888188486	2.9913745494167747e-6	2.395026689540477e-5
257364	SNX33	-1.0341320013489608	2.993630963276963e-6	2.3956461353970227e-5
8509	NDST2	-0.802069976189738	2.9963958123582317e-6	2.396671640607522e-5
3301	DNAJA1	0.7309820586405367	3.0100542896556406e-6	2.4064051043031267e-5
6656	SOX1	1.2982956058456019	3.018189425526561e-6	2.4117154573804473e-5
267012	DAOA	2.4053090205490326	3.024095488853438e-6	2.4150283467338118e-5
11086	ADAM29	-0.891925867561156	3.0253248584447823e-6	2.4150283467338118e-5
1974	EIF4A2	-0.9236092606981288	3.0293796583780772e-6	2.4165343015157466e-5
122664	TPPP2	-1.08328150412697	3.033111317555997e-6	2.4165343015157466e-5
60343	FAM3A	1.0908765625041164	3.0331244261150047e-6	2.4165343015157466e-5
126695	KDF1	-1.1365040895094036	3.0331940109388713e-6	2.4165343015157466e-5
51012	PRELID3B	-1.2674327280995392	3.0355502412833596e-6	2.4172195785320473e-5
1582	CYP8B1	-0.7818570341800497	3.03821110482622e-6	2.418146641412672e-5
51397	COMMD10	-0.9089715986798257	3.054060644310081e-6	2.4292749980649602e-5
1135	CHRNA2	-0.8233220690986708	3.055200096594664e-6	2.4292749980649602e-5
391002	PRAMEF8	0.718885317228821	3.0607187993902745e-6	2.4324659931996392e-5
3066	HDAC2	1.1695811869896309	3.0674779878866014e-6	2.4366392256776706e-5
149076	ZNF362	1.0415860615193706	3.0733823791084416e-6	2.4401296854670805e-5
6318	SERPINB4	-3.869947878304803	3.0781762725370616e-6	2.4427354634273724e-5
132671	SPATA18	0.9157629441226526	3.0890847495848833e-6	2.4501886253825706e-5
51426	POLK	-1.26711647651357	3.0938413915722375e-6	2.452757377999639e-5
162417	NAGS	-1.371256757271692	3.1007524634097603e-6	2.457030777406155e-5
9847	C2CD5	-0.7466725342858631	3.1229137433773165e-6	2.4733783015562405e-5
978	CDA	-0.7050844578512053	3.148126643722208e-6	2.4921255356501576e-5
84916	UTP4	-0.9526642840981564	3.15509118821896e-6	2.4953634225968892e-5
126295	ZNF57	2.473399394353602	3.1555364095213657e-6	2.4953634225968892e-5
84272	YIPF4	1.233526030203624	3.1568501799765066e-6	2.4953634225968892e-5
127294	MYOM3	1.1259357595351087	3.1592830033372274e-6	2.496065304886043e-5
56655	POLE4	-0.6718316425005711	3.169092823428849e-6	2.5025920209257045e-5
11197	WIF1	0.8916913202883628	3.1709724431448895e-6	2.5028530417143125e-5
79642	ARSJ	-0.9092861509112394	3.185050252070587e-6	2.5127371544289294e-5
643641	ZNF862	-0.7459392193946006	3.1869148727466516e-6	2.5129811419701147e-5
6166	RPL36AL	1.3600322900458293	3.1943737055785477e-6	2.5176339493186633e-5
6373	CXCL11	0.9699508795231778	3.196131127199927e-6	2.5177908640745598e-5
374875	HSD11B1L	3.7382226588451632	3.2093856516787778e-6	2.5270001936731974e-5
152185	SPICE1	0.9172156529375749	3.2152339230012562e-6	2.5296371662930886e-5
7692	ZNF133	-0.8352202227538559	3.2158660268403814e-6	2.5296371662930886e-5
167826	OLIG3	-1.1809323517473402	3.218594656558591e-6	2.530551526326869e-5
343450	KCNT2	0.7322673261359777	3.227395184807275e-6	2.5362365759207754e-5
5972	REN	-0.6472966414570567	3.2358345952634482e-6	2.5405391934647627e-5
10154	PLXNC1	-0.6950719144169422	3.2360151390421996e-6	2.5405391934647627e-5
79632	FAM184A	1.8581549345768218	3.2425832825273257e-6	2.5444593538510928e-5
10193	RNF41	1.0770520852411984	3.254514141304904e-6	2.5525817951972495e-5
160428	ALDH1L2	1.417481897215423	3.257656933406984e-6	2.5538070389644175e-5
11199	ANXA10	1.5993732863602366	3.2624334624283017e-6	2.5563112246582965e-5
25906	ANAPC15	-0.8201253931569262	3.266875033331257e-6	2.558550650195498e-5
9583	ENTPD4	-0.9746730182955383	3.279796127994992e-6	2.565643609152289e-5
4435	CITED1	-0.7554000877682028	3.280518258383231e-6	2.565643609152289e-5
6421	SFPQ	1.0394212094149144	3.2806954858628642e-6	2.565643609152289e-5
115207	KCTD12	-0.8657377661291268	3.2864567184031056e-6	2.5689057183956932e-5
9001	HAP1	0.8370259871107323	3.2894421440225618e-6	2.5691706646665765e-5
9955	HS3ST3A1	1.549669666575154	3.2899759269636363e-6	2.5691706646665765e-5
54902	TTC19	0.6433827713129886	3.2976844217742185e-6	2.5729483951698476e-5
150209	AIFM3	-0.7334011682970136	3.2983381178269836e-6	2.5729483951698476e-5
48	ACO1	-0.8103568307389984	3.299590935688509e-6	2.5729483951698476e-5
10633	RASL10A	-0.968858441990074	3.3097539447629445e-6	2.5796282916321702e-5
54494	C11orf71	-0.8754127488729591	3.319474328665001e-6	2.585956930001949e-5
10972	TMED10	1.3669950619284992	3.3247655093685572e-6	2.588113683292005e-5
25823	TPSG1	1.11121943333353	3.3270968999278528e-6	2.588113683292005e-5
51077	FCF1	-0.8841585899964655	3.3274588743642805e-6	2.588113683292005e-5
5283	PIGH	1.9748827262792477	3.329697906784538e-6	2.588113683292005e-5
55051	NRDE2	-0.9104952423778718	3.330252118316568e-6	2.588113683292005e-5
10102	TSFM	-0.6696923558425592	3.3427481795238464e-6	2.596576073873403e-5
23116	TOGARAM1	-1.0798747179653316	3.3467114936902727e-6	2.5984054590847543e-5
3673	ITGA2	1.8864787289202274	3.351103692844155e-6	2.600565915719645e-5
6455	SH3GL1	-0.9351116938051632	3.3538399781771514e-6	2.6005785517006343e-5
29102	DROSHA	-0.7944552588066522	3.3543391110627727e-6	2.6005785517006343e-5
2487	FRZB	-1.4884654956498484	3.3594821968675044e-6	2.6033167316445214e-5
6764	DENND2B	-1.3800516798399056	3.373962439261575e-6	2.613284330352314e-5
83732	RIOK1	1.529289844370609	3.3767677876602488e-6	2.6142039839591107e-5
1008	CDH10	-0.7100499364123436	3.3806165698551667e-6	2.6159301685416633e-5
2662	GDF10	-1.053531527000495	3.3982101393820017e-6	2.628285362469842e-5
57559	STAMBPL1	0.9880821779663277	3.402419707464387e-6	2.6299669423478117e-5
51703	ACSL5	1.033118933912062	3.4036398319299834e-6	2.6299669423478117e-5
84690	SPATA22	-0.8264604711700936	3.4115623325242294e-6	2.63288095081892e-5
1906	EDN1	-1.576088299698791	3.4124071373735005e-6	2.63288095081892e-5
11027	LILRA2	-0.8549674073682918	3.414514081381557e-6	2.63288095081892e-5
6878	TAF6	1.005983349367955	3.416365907113692e-6	2.63288095081892e-5
26234	FBXL5	-0.8324122824760711	3.417174829588493e-6	2.63288095081892e-5
6473	SHOX	1.5260032471958622	3.417188434652024e-6	2.63288095081892e-5
2147	F2	-0.6702718509971645	3.4200133400853767e-6	2.6338015031343867e-5
56288	PARD3	-0.9785498154311199	3.4287856243289885e-6	2.6392991582793455e-5
10993	SDS	0.7686692147057476	3.4345160912223046e-6	2.6424512612323225e-5
245806	VGLL2	0.9962658936131714	3.43633520583642e-6	2.6425924759970987e-5
30001	ERO1A	0.7919282071075129	3.445436255063321e-6	2.645968753792869e-5
119695	OR52R1	0.7537529372549291	3.4457116333701518e-6	2.645968753792869e-5
1359	CPA3	-1.3933685125069089	3.446517110801558e-6	2.645968753792869e-5
199692	ZNF627	-0.7604136499688567	3.4472762435687254e-6	2.645968753792869e-5
23141	ANKLE2	0.675665845216965	3.459190781229265e-6	2.6526406121857193e-5
6954	TCP11	1.1271113231042293	3.4592521940182647e-6	2.6526406121857193e-5
55156	ARMC1	-0.8838351570196782	3.4729510743207915e-6	2.6618819026471076e-5
170591	S100Z	1.6128634947544709	3.4775799176417662e-6	2.6629617085311034e-5
28611	NA	1.811668931116457	3.4789970112347195e-6	2.6629617085311034e-5
10125	RASGRP1	0.737420061322769	3.479304429478962e-6	2.6629617085311034e-5
79991	STN1	-1.306588287236436	3.4829265872160295e-6	2.6644718214796112e-5
57130	ATP13A1	-0.7411334661077753	3.4918022803787783e-6	2.66999760738665e-5
4684	NCAM1	-0.7646759153523401	3.493570977716527e-6	2.670086390111917e-5
3566	IL4R	-1.1543014744297373	3.5011163919984143e-6	2.674047192213848e-5
114042	LINC00334	-1.2608742509908537	3.5020634144485378e-6	2.674047192213848e-5
2036	EPB41L1	1.3081068722534266	3.5059828762944737e-6	2.6757754053986686e-5
64949	MRPS26	-0.6949274267365608	3.5085252864818597e-6	2.6762645908326972e-5
284992	CCDC150	0.9261968621043879	3.5112914862844536e-6	2.6762645908326972e-5
203102	ADAM32	1.0205744095887068	3.5123331029485298e-6	2.6762645908326972e-5
143279	HECTD2	-1.4487818960197534	3.5138093165242245e-6	2.6762645908326972e-5
51645	PPIL1	-0.9639714779744266	3.5149058994534776e-6	2.6762645908326972e-5
115273	RAB42	-0.7700692054642079	3.5177363419615694e-6	2.6771046803559172e-5
54556	ING3	0.7399958912340833	3.522033695798453e-6	2.6771046803559172e-5
116496	NIBAN1	0.7393305163405675	3.522229144862394e-6	2.6771046803559172e-5
84246	MED10	1.6150029952422835	3.5226369687669e-6	2.6771046803559172e-5
9489	PGS1	-1.0694533409760982	3.537566613425115e-6	2.6860113640261406e-5
988	CDC5L	1.3119573310729455	3.537681613324025e-6	2.6860113640261406e-5
285237	C3orf38	0.8178728965880242	3.541895965029282e-6	2.6879480087824382e-5
57001	SDHAF3	-0.8557258084465877	3.544676098881336e-6	2.688794916883838e-5
291	SLC25A4	-1.4371636456037817	3.546362214820903e-6	2.6888115581821363e-5
490	ATP2B1	-0.7851130258686762	3.5484815656741547e-6	2.6891565035927447e-5
1301	COL11A1	1.1772013754744723	3.5788968694324676e-6	2.7086388968659688e-5
126119	JOSD2	-0.955657268056568	3.578962060021785e-6	2.7086388968659688e-5
1393	CRHBP	-0.8094957342319355	3.5797425948811535e-6	2.7086388968659688e-5
10636	RGS14	-0.7815639194165565	3.5808953912890447e-6	2.7086388968659688e-5
222967	RSPH10B	-1.2556922574880476	3.5828085513851993e-6	2.7088178645171114e-5
222967	RSPH10B2	-1.2556922574880476	3.5828085513851993e-6	2.7088178645171114e-5
53829	P2RY13	-1.3928261750840434	3.5983909449284687e-6	2.7186098743987484e-5
4928	NUP98	-1.24999038161013	3.599125160202341e-6	2.7186098743987484e-5
132112	RTP1	2.201606620030147	3.603035830698534e-6	2.7196965660491032e-5
7544	ZFY	-0.8462459357831987	3.6039304003906233e-6	2.7196965660491032e-5
57045	TWSG1	-1.2250327621021966	3.6217755274378856e-6	2.7318873574609672e-5
375248	ANKRD36	0.9683819722602954	3.6241405950464375e-6	2.732395688015179e-5
3645	INSRR	1.3234840124537879	3.6265027118155993e-6	2.7329013206532014e-5
3338	DNAJC4	-0.8288470178151501	3.628806966090937e-6	2.7333628974886372e-5
79590	MRPL24	-0.7950827122526706	3.639973623061167e-6	2.740496450503228e-5
5431	POLR2B	0.7085127421989029	3.646614213761362e-6	2.74334950187174e-5
3576	CXCL8	-1.914038082378008	3.6471589589778407e-6	2.74334950187174e-5
6788	STK3	-1.0496563832093857	3.649386652238631e-6	2.7437477961944886e-5
148362	BROX	-0.7501511318560913	3.6677732903066307e-6	2.7562889791388012e-5
10891	PPARGC1A	-0.8533713237645014	3.6786375326700907e-6	2.7631681364644658e-5
26168	SENP3	2.4617792710501805	3.680673573636621e-6	2.7634127755226245e-5
83863	TTTY5	-0.7017040776401028	3.6827240567772683e-6	2.7636680253297876e-5
29890	RBM15B	0.676960464094821	3.6896558899511053e-6	2.7675845038969363e-5
4294	MAP3K10	1.052063120904159	3.6936669464531813e-6	2.768375667153638e-5
132724	TMPRSS11B	-0.7931628184061207	3.6941374873944692e-6	2.768375667153638e-5
635	BHMT	0.870361072382221	3.702011562339593e-6	2.7729903019342053e-5
22852	ANKRD26	0.9900148737173471	3.7045212015559336e-6	2.7735842934911594e-5
6513	SLC2A1	-0.7898587115877035	3.7064987248654606e-6	2.773779522818492e-5
221357	GSTA5	-0.7446119650822239	3.716171418427124e-6	2.779730629978104e-5
6445	SGCG	0.7522978287307074	3.7183449762956646e-6	2.780069402221613e-5
402778	IFITM10	0.7007904612287963	3.7253398926072684e-6	2.78308319293233e-5
54552	GNL3L	-1.0418633966168074	3.725820973146394e-6	2.78308319293233e-5
125228	FAM210A	-0.8625773051573212	3.7286459704218007e-6	2.7839063282858146e-5
54465	ETAA1	1.108403211655527	3.7452938936651904e-6	2.7950445006904612e-5
408	ARRB1	-0.7448710290496927	3.7489505087162833e-6	2.7964816883346718e-5
140886	PABPC5	1.2079641937237453	3.7533367846889704e-6	2.7973920176615827e-5
80011	PSME3IP1	-1.5016231371582351	3.7551498355947644e-6	2.7973920176615827e-5
4360	MRC1	0.7811863781195337	3.755365034541049e-6	2.7973920176615827e-5
51218	GLRX5	1.9624602177567607	3.76531985974015e-6	2.803514883586249e-5
728743		1.3363241158216244	3.779481853523575e-6	2.8127631647803042e-5
374378	GALNT18	-1.0691956818932407	3.7820381907269785e-6	2.8133697535716294e-5
85569	GALP	0.9162955812288412	3.791634162581049e-6	2.81832634212788e-5
79958	DENND1C	1.1629888738938652	3.792190052476333e-6	2.81832634212788e-5
80758	PRR7	1.2267000658858942	3.7948934761777777e-6	2.8190387997519245e-5
84665	MYPN	-0.9067268233714016	3.8015914658022207e-6	2.8216633786680197e-5
2584	GALK1	1.0184774876146085	3.8024363768064508e-06	2.8216633786680197e-5
5288	PIK3C2G	0.7303206436074763	3.8036658035148523e-6	2.8216633786680197e-5
3776	KCNK2	0.9409433598336192	3.8095632828035343e-6	2.8247413474188484e-5
117283	IP6K3	-1.3279673944579031	3.815988869650436e-6	2.8282078975661512e-5
201562	HACD2	2.1999027273121308	3.818742799430962e-6	2.8289512797068344e-5
442578	NA	-2.8757279906698017	3.8237334132770445e-6	2.8313241845172698e-5
8204	NRIP1	1.5164180324826853	3.827122472280461e-6	2.8313241845172698e-5
2180	ACSL1	2.355129553997217	3.827203081627602e-6	2.8313241845172698e-5
51338	MS4A4A	-2.094198508372627	3.830611475394234e-6	2.8325487234757275e-5
81892	SLIRP	0.8472286031668258	3.836930811126077e-6	2.8356162959992455e-5
60484	HAPLN2	1.993777394985093	3.838270000216841e-6	2.8356162959992455e-5
7378	UPP1	0.9981328189819088	3.847283165375278e-6	2.8409759644866713e-5
7718	ZNF165	-1.8424558353085216	3.855442494272891e-6	2.8454346473075953e-5
10362	HMG20B	1.0177973081831952	3.856843397662706e-6	2.8454346473075953e-5
79856	SNX22	0.9659393108751666	3.8611598451768566e-6	2.846834285174601e-5
55388	MCM10	-0.8740564211279067	3.863615740675572e-6	2.846834285174601e-5
84967	LSM10	-0.7767615960017424	3.8647552684044885e-6	2.846834285174601e-5
64321	SOX17	1.3599292500291518	3.865788464240313e-6	2.846834285174601e-5
2863	GPR39	0.9886226487513307	3.869919523953201e-6	2.8485781206611328e-5
3998	LMAN1	1.2288619480413265	3.877766010317336e-6	2.8530539812703645e-5
9055	PRC1	-0.9621017345427164	3.8887149715311124e-6	2.8598073643617744e-5
197331	NA	-0.763379594863963	3.8967288491082324e-6	2.8643970889463928e-5
253935	ANGPTL5	0.7905521365256016	3.9009929461327775e-6	2.866227513900286e-5
81542	TMX1	0.9024654781211437	3.914050259838865e-6	2.8745140931007516e-5
201799	TMEM154	0.7571674655873656	3.917818952428002e-6	2.8759745940199556e-5
23331	TTC28	-0.7779861285246334	3.925908119740732e-6	2.879662581016162e-5
83547	RILP	-0.8051265249841418	3.926407542228511e-6	2.879662581016162e-5
338382	RAB7B	0.8181986737055164	3.930106371562686e-6	2.88071257353567e-5
11062	DUS4L	0.6696813289564438	3.931405102832303e-6	2.88071257353567e-5
9529	BAG5	-1.0909624408533505	3.939584856254615e-6	2.8851147314785223e-5
1523	CUX1	0.8134468130289371	3.940984225025128e-6	2.8851147314785223e-5
5639	PRRG2	0.8156040557508166	3.951086560660155e-6	2.890283170137266e-5
1750	DLX6	-1.8664049502140143	3.954200714707875e-6	2.890283170137266e-5
26286	ARFGAP3	-0.835235537908127	3.954295493371414e-6	2.890283170137266e-5
9465	AKAP7	-0.924161037023434	3.955213181200242e-6	2.890283170137266e-5
7323	UBE2D3	1.3446380277552932	3.958138946606572e-6	2.890283170137266e-5
2572	GAD2	1.171840495795665	3.958777406395847e-6	2.890283170137266e-5
224	ALDH3A2	-0.8015395121694899	3.965304519348009e-6	2.8937409719559977e-5
221078	NSUN6	-0.7717485067249357	3.97308124130557e-6	2.898107160983029e-5
83854	ANGPTL6	-0.7289493692830005	3.975670261364532e-6	2.8985754145370722e-5
2150	F2RL1	1.0267728614892695	3.9773111926896635e-6	2.8985754145370722e-5
51526	OSER1	1.4708147075534668	3.989330359962361e-6	2.9060239236209137e-5
2160	F11	-1.017611247063579	3.9915474038713e-6	2.9063285896506802e-5
83690	CRISPLD1	0.9176697519753241	4.000714840513369e-6	2.9116914269447974e-5
5518	PPP2R1A	-0.7708657879259955	4.015349822797259e-6	2.9210268836981227e-5
79940	LINC00472	-0.9785413910595184	4.024200283065776e-6	2.9261477935865773e-5
51780	KDM3B	0.6923613159709283	4.031244084176956e-6	2.9286901864126104e-5
201255	LRRC45	-0.9717807938882882	4.031322011872034e-6	2.9286901864126104e-5
54462	CCSER2	-0.8790387583898878	4.04095554935524e-6	2.9334198520778342e-5
7465	WEE1	-1.1048954067315964	4.0414635085258765e-6	2.9334198520778342e-5
1607	DGKB	1.184160909031698	4.047469920618489e-6	2.9364479756572524e-5
3357	HTR2B	-0.9033437469224149	4.0492703408828115e-6	2.9364479756572524e-5
3268	AGFG2	0.7163854735317329	4.0533869806338125e-6	2.9381145556796998e-5
10131	TRAP1	0.7501242786147153	4.057597576097342e-6	2.9398477146638907e-5
83857	TMTC1	1.0699971964682764	4.066548692534243e-6	2.9450124260544943e-5
166647	ADGRA3	-0.7310623022689828	4.0810048925185975e-6	2.9541575290512087e-5
636	BICD1	-0.6923260077839762	4.083470381324786e-6	2.9546184931063398e-5
10072	DPP3	1.8394958649277335	4.0892912638330935e-6	2.957505772146432e-5
10825	NEU3	0.7058088957278771	4.110940364234765e-6	2.971179436236325e-5
54541	DDIT4	0.9280235950597325	4.1118754839539654e-6	2.971179436236325e-5
1859	DYRK1A	0.9421843429055299	4.114035754675338e-6	2.9714115193692195e-5
7464	CORO2A	1.4206961831357714	4.119492792514429e-6	2.9727323265009567e-5
5062	PAK2	0.9984965506174868	4.119586083740056e-6	2.9727323265009567e-5
25801	GCA	0.6452988637954968	4.121384174885278e-6	2.9727323265009567e-5
2022	ENG	1.02995180824169	4.126391309184858e-6	2.9750158135876726e-5
6617	SNAPC1	-0.7956243366388319	4.130603136388106e-6	2.976111289748462e-5
6288	SAA1	-0.6831941016590668	4.1315947409208395e-6	2.976111289748462e-5
4814	NINJ1	-0.78914391992665	4.1353313758761845e-6	2.9774754474167342e-5
51364	ZMYND10	0.9373204281459299	4.142433333624005e-6	2.9812603728892225e-5
51016	EMC9	-0.7728511571676812	4.154709541053296e-6	2.9887641164202182e-5
127074	OR2T4	0.897007540309849	4.157996854490097e-6	2.9897977382285937e-05
10766	TOB2	1.4752713298568323	4.163946908261873e-6	2.9927442258357245e-5
9792	SERTAD2	2.6360955178711833	4.1743112899811155e-6	2.9988593824911022e-5
9352	TXNL1	0.6646128872621216	4.179875538624077e-6	3.00152218122441e-5
6383	SDC2	0.8938084562193537	4.185426216880365e-6	3.0015882539548162e-5
23473	CAPN7	1.1154308215370272	4.186225033958826e-6	3.0015882539548162e-5
25828	TXN2	0.9296983361841121	4.187183331985671e-6	3.0015882539548162e-5
23371	TNS2	-0.6679280646745048	4.1884382733147666e-6	3.0015882539548162e-5
4045	LSAMP	1.0236953416163452	4.189353181454948e-6	3.0015882539548162e-5
221074	SLC39A12	1.0311614468297938	4.1911141306691e-6	3.0015882539548162e-5
2709	GJB5	-0.721802317051251	4.2011075460334844e-6	3.0074122561481174e-5
5685	PSMA4	2.5621947024727443	4.210523161593043e-6	3.011889447318604e-5
54463	RETREG1	-1.4526170429148153	4.211090091906125e-6	3.011889447318604e-5
51225	ABI3	1.3176595486233385	4.229551463385145e-6	3.022881283744766e-5
50833	TAS2R16	-0.7860238308320401	4.230200273904138e-6	3.022881283744766e-5
64224	HERPUD2	1.060839262193806	4.234901469748064e-6	3.024902875628624e-5
64860	ARMCX5	-1.39653009692472	4.243174442015557e-6	3.0282789566752744e-5
3651	PDX1	0.8688159907964247	4.245344916762973e-6	3.0282789566752744e-5
658	BMPR1B	-0.6469534431603026	4.246566470382503e-6	3.0282789566752744e-5
55249	YY1AP1	0.9875766431588658	4.247125156790352e-6	3.0282789566752744e-5
4676	NAP1L4	0.7390238302904265	4.252582133608039e-6	3.03083235697861e-5
83592	AKR1E2	-0.8571177371086584	4.274121129243844e-6	3.043546412078922e-5
1565	CYP2D6	0.7946558005544301	4.274188778242913e-6	3.043546412078922e-5
4144	MAT2A	1.002949724833164	4.285403848485973e-6	3.0489607576688697e-5
4133	MAP2	1.2169933029463447	4.2855665536089635e-6	3.0489607576688697e-5
54664	TMEM106B	-0.6923309139699666	4.296347509651869e-6	3.055285506753752e-5
55124	PIWIL2	0.9312338413083749	4.302986873210126e-6	3.0574127198863884e-5
160	AP2A1	-0.7665068468718068	4.3060642386875945e-6	3.0574127198863884e-5
285672	SREK1IP1	-0.8990763583380258	4.3071407024161095e-6	3.0574127198863884e-5
55161	TMEM33	-0.7676165565918469	4.3072148672491605e-6	3.0574127198863884e-5
11270	NRM	-0.8167621403701909	4.310663037435154e-6	3.0574127198863884e-5
8590	OR6A2	0.7373043126367824	4.312445093803726e-6	3.0574127198863884e-5
55743	CHFR	1.4513944309966529	4.312585002550646e-6	3.0574127198863884e-5
23394	ADNP	-0.8096695540318829	4.315827905329151e-6	3.058369801158031e-5
2305	FOXM1	0.6929437704997917	4.321857382289378e-6	3.061299856451095e-5
54876	DCAF16	-0.6545660844364826	4.325962664928852e-6	3.062864977092702e-5
136259	KLF14	-0.7913602799348727	4.330569299501351e-6	3.0631389336031546e-5
92736	OTOP2	-0.6635599762860784	4.332875863791873e-6	3.0631389336031546e-5
53944	CSNK1G1	0.7915815698603386	4.332960744691839e-6	3.0631389336031546e-5
92344	GORAB	1.0513389112913576	4.333933033494344e-6	3.0631389336031546e-5
5188	GATB	0.9106605565177062	4.338348292432226e-6	3.0649188177012456e-5
