MIMAT_ID	logFC	P.Value	adj.P.Val
MIMAT0000273	-4.507909800706162	8.320354450894527e-6	0.009735310110786025
MIMAT0000646	5.397403164994382	9.349674447372447e-6	0.009735310110786025
MIMAT0000432	-3.6375753027350983	1.1328910136678849e-5	0.009735310110786025
MIMAT0000761	3.6467901669070963	1.8616117375663272e-5	0.010193565318123715
MIMAT0000617	-3.3450135803783043	1.977029735865732e-5	0.010193565318123715
MIMAT0000250	4.032360919338989	3.195342857780568e-5	0.013729323145597175
MIMAT0000274	-4.473110692379867	5.5596194573125584e-5	0.02047528422993111
MIMAT0000255	3.4831756596360472	7.62298733264262e-5	0.023961521161601503
MIMAT0000728	-3.431734592890839	8.36515478876701e-5	0.023961521161601503
MIMAT0009448	2.523795873380471	9.752731119311117e-5	0.02514254082558406
MIMAT0000451	3.071922557536081	1.225434180225086e-4	0.02871972106018429
MIMAT0004595	2.2276782723453405	1.7470329964552116e-4	0.03733165481630267
MIMAT0000426	2.0545827069796707	2.0883329348420887e-4	0.03733165481630267
MIMAT0002807	2.1163649655594505	2.0941497534057303e-4	0.03733165481630267
MIMAT0000267	2.8399027351399786	2.1721288682875875e-4	0.03733165481630267
MIMAT0004552	2.647993551540663	2.3172677850865717e-4	0.03733697718720739
MIMAT0000261	2.4628109437061183	2.615744484496229e-4	0.038055569597499665
MIMAT0000080	1.172996708425554	2.657099506419682e-4	0.038055569597499665
MIMAT0000762	2.2338722382676837	3.5354384940727336e-4	0.047970318093260564
MIMAT0018985	3.2077294073990297	3.797477896713026e-4	0.04894949008863091
MIMAT0000423	2.017271021404007	5.429999387167276e-4	0.062483127732733776
MIMAT0002843	-0.31230171526098305	5.634959099122443e-4	0.062483127732733776
MIMAT0004767	-1.7529229341276473	5.835861411939304e-4	0.062483127732733776
MIMAT0004959	-4.159484898461746	6.242702795272445e-4	0.062483127732733776
MIMAT0000737	-1.2202413755011954	6.25581621117096e-4	0.062483127732733776
MIMAT0004694	1.6027476025559149	6.327395865956858e-4	0.062483127732733776
MIMAT0000100	0.9704917647185324	6.706350485306813e-4	0.062483127732733776
MIMAT0004560	1.2506170067067233	6.78637539378024e-4	0.062483127732733776
MIMAT0004515	1.5977958641702568	7.348844348431913e-4	0.06429697020884563
MIMAT0005797	1.649260964877479	7.482192033612758e-4	0.06429697020884563
MIMAT0002809	2.481346919943778	8.048537499563168e-4	0.06693267636733499
MIMAT0000222	-3.38092784355199	8.741172558227949e-4	0.07042107142222391
MIMAT0019745	-4.187869838300698	9.74440427801483e-4	0.07471242330584583
MIMAT0000253	2.2638010091738736	9.853461568653057e-4	0.07471242330584583
MIMAT0018360	-0.358213367990846	0.001046480127701334	0.0751155365641508
MIMAT0018968	2.4634201065515655	0.001091322206658264	0.0751155365641508
MIMAT0022742	-1.4562072913143658	0.0010921023722948332	0.0751155365641508
MIMAT0004916	-0.24753721936759865	0.0011072111673536581	0.0751155365641508
MIMAT0005878	1.1571599714272076	0.0011583800605123264	0.07550829125034633
MIMAT0002170	-0.537578678814772	0.0011715793832481976	0.07550829125034633
MIMAT0000431	0.6517799726699955	0.0012813153541787307	0.0787950056520423
MIMAT0017991	-4.07218965888112	0.0012837045141139553	0.0787950056520423
MIMAT0000680	2.5015429367507096	0.0016400940916303371	0.0983293620516979
MIMAT0000682	-2.123643413496667	0.0017637679485469529	0.1021452379054645
MIMAT0000101	1.9511437898228334	0.0017829851457509317	0.1021452379054645
MIMAT0004951	1.2701484086487023	0.0018989898970749935	0.10553268196947377
MIMAT0000318	-2.811801250038347	0.0019239860560765194	0.10553268196947377
MIMAT0000259	2.972900508400908	0.002323445089115788	0.12478836332792712
MIMAT0000098	2.925908061763499	0.0025016998457530848	0.12916714658988218
MIMAT0003393	2.166225702518551	0.0025051812759868536	0.12916714658988218
MIMAT0004810	1.4781182591701714	0.0027714729717370355	0.1400952415909427
MIMAT0000086	3.069707952966807	0.0029691261757832975	0.14718601720268554
MIMAT0005876	-1.335790834358776	0.003025934411071503	0.14718601720268554
MIMAT0004588	1.311399031415722	0.003130208432633753	0.14943846924684842
MIMAT0000418	1.2677410970608403	0.0031905528989529448	0.14954991588183075
MIMAT0000449	2.2650526946243947	0.003527453335421874	0.16238883390567127
MIMAT0000104	2.48394285192203	0.003722149882249629	0.16716087456543766
MIMAT0000691	-2.1156691729163883	0.0037607954712162075	0.16716087456543766
MIMAT0000440	1.8784401695991808	0.004182970116293026	0.18277452474243086
MIMAT0016876	1.9822726452223338	0.004414005356730635	0.1896550968275263
MIMAT0004558	1.4993845356021855	0.004606854698897793	0.19469625268456572
MIMAT0002820	2.7661235594242566	0.005045494448599811	0.2097949143304889
MIMAT0018954	-0.5642851709905179	0.006260670535973913	0.2561906133609642
MIMAT0005948	1.6528211300975966	0.006588055158056636	0.26353137866205056
MIMAT0000256	1.9779377646169785	0.0066445072199508475	0.26353137866205056
MIMAT0004571	-1.8730536618641402	0.006896410507640169	0.26576939901579777
MIMAT0003283	1.3738344285888249	0.006942946565819576	0.26576939901579777
MIMAT0015004	0.2104952899926807	0.007010209128422905	0.26576939901579777
MIMAT0029782	-1.2142986830021	0.007125415332705066	0.26622203953208207
MIMAT0019939	-0.36276239724257897	0.007792418882906919	0.2832373461237022
MIMAT0000753	2.2034911869931832	0.007800563062367284	0.2832373461237022
MIMAT0004680	-0.33091442140123356	0.008128092132257864	0.291030854402233
MIMAT0000689	1.9996121335350032	0.008685167560171106	0.2927452373623279
MIMAT0018934	-0.3611863626833567	0.008717697717732278	0.2927452373623279
MIMAT0000720	-0.5257333610145892	0.008773770192136751	0.2927452373623279
MIMAT0022277	-0.33915580887247343	0.008791997628414466	0.2927452373623279
MIMAT0000097	2.568682732360796	0.008799204003651124	0.2927452373623279
MIMAT0000257	2.0461814791418727	0.008887760469491432	0.2927452373623279
MIMAT0019850	-0.3120091963911101	0.008970858708930916	0.2927452373623279
MIMAT0000254	1.1222755277216039	0.00913566919343522	0.29439693975845
MIMAT0004592	1.5371468235652392	0.009278633262614473	0.295312550012594
MIMAT0001413	1.7225771897911495	0.009500315435754102	0.2986806486996838
MIMAT0019069	-1.409202350416959	0.009684533761918843	0.3008039522677925
MIMAT0026619	-0.25899503312328304	0.01018319361112659	0.3019748966558018
MIMAT0000450	1.496425256647309	0.010240104663318893	0.3019748966558018
MIMAT0000066	1.8760288697463896	0.01026950644955232	0.3019748966558018
MIMAT0027370	-0.33709643101024966	0.010327307646065332	0.3019748966558018
MIMAT0002888	1.6358506465434446	0.010418692410454107	0.3019748966558018
MIMAT0003339	1.2269154500439554	0.010425044919459411	0.3019748966558018
MIMAT0002175	-0.6030006816935208	0.01059429067223642	0.3034675705891721
MIMAT0022833	0.32525935657443256	0.01084354326643649	0.305695226749692
MIMAT0000226	2.0773252884208415	0.010909216780826868	0.305695226749692
MIMAT0019963	-0.28298750073984175	0.011125988966813632	0.30666845227410194
MIMAT0027670	0.5390724302134594	0.011181859780359031	0.30666845227410194
MIMAT0004587	0.8405569652499364	0.011457422049460719	0.30751392478114276
MIMAT0000093	1.857854133792483	0.011498597803677749	0.30751392478114276
MIMAT0003338	0.6873737156217951	0.011668077727664209	0.30751392478114276
MIMAT0004597	1.8355018101188119	0.011706804024428155	0.30751392478114276
MIMAT0000763	-0.2980915812177373	0.01180910727437282	0.30751392478114276
MIMAT0018194	0.37115557432282564	0.012252574651207644	0.3158713745081331
MIMAT0004907	0.32042877875353704	0.012597814958867665	0.3215561085540677
MIMAT0019980	-0.3294958768230933	0.013298409675434431	0.3352096838261426
MIMAT0030427	-0.30122797510030314	0.013392784109423076	0.3352096838261426
MIMAT0018096	-0.31733748385460847	0.013565916695777645	0.3362782042472574
MIMAT0000443	2.027661349896106	0.013820939547563992	0.3393369728916188
MIMAT0003333	0.25061675596183014	0.014231770652916172	0.34499693989483704
MIMAT0000460	-2.2891152574711304	0.014319112710918371	0.34499693989483704
MIMAT0000760	1.0886236023072597	0.014508157924233305	0.3463151030432728
MIMAT0021084	0.30860542206298097	0.014671451435196272	0.3470000165131742
MIMAT0019048	-0.36720917996458663	0.015095994793274678	0.3537952234278375
MIMAT0003273	-0.4234264681843282	0.015329230276774963	0.35602482570744015
MIMAT0026476	-0.2586839956621158	0.01569837704720357	0.36034062444762177
MIMAT0031074	-0.24361294708084166	0.01579460456267698	0.36034062444762177
MIMAT0030413	-0.4019967470229275	0.015993895620413406	0.36094688179971823
MIMAT0019831	0.25368907586747863	0.016101199149328005	0.36094688179971823
MIMAT0000447	-1.1020624998082338	0.016598635614536537	0.36517827480986487
MIMAT0022478	-0.21850588633060952	0.016626236546606745	0.36517827480986487
MIMAT0002880	-0.2621012382057367	0.01671490939781383	0.36517827480986487
MIMAT0017352	-1.0566571097517548	0.016882714266314283	0.36574485192065737
MIMAT0005898	1.8800941578716994	0.017251182330167	0.37061290039308775
MIMAT0000103	2.0301405169207722	0.01838075775972423	0.38547618899287506
MIMAT0000078	2.0494080580867253	0.01843027462901504	0.38547618899287506
MIMAT0000070	2.163734391566093	0.018636361696974618	0.38547618899287506
MIMAT0003882	0.8409400566623324	0.018733608274628423	0.38547618899287506
MIMAT0004485	-0.28263821861273924	0.018805299952422982	0.38547618899287506
MIMAT0000415	2.660895380994397	0.018840186118348434	0.38547618899287506
MIMAT0002821	1.1386855641561717	0.019432359246546183	0.39446159163461464
MIMAT0030991	-0.5271701303610823	0.019727383511326628	0.39732183353281286
MIMAT0000081	1.8663007108879694	0.020676256202859875	0.41320456194552524
MIMAT0002174	1.400335510533928	0.020932989344688797	0.41511728100467477
MIMAT0027434	0.3878835823555635	0.021838418849978284	0.42844239122106936
MIMAT0007882	-0.6155709248646677	0.022135919180064068	0.42844239122106936
MIMAT0000084	2.384860544996022	0.02224200366897026	0.42844239122106936
