MIMAT_ID	logFC	P.Value	adj.P.Val
MIMAT0004495	-0.5244949191708655	0.019389260155391358	0.07214732991522696
MIMAT0002832	-0.12222277592625302	0.019541162196335095	0.07251224649714427
MIMAT0004687	0.46076833304711645	0.019871672407182527	0.07353610640789798
MIMAT0005896	-0.1555689823750552	0.0201674284258366	0.07431979566275489
MIMAT0002804	0.12897371528015478	0.020193797485202888	0.07431979566275489
MIMAT0002863	-0.10628995617922342	0.02030609725250062	0.0745294632128565
MIMAT0018190	-0.1323529118219114	0.0204511729508876	0.07458282059110226
MIMAT0011157	0.4215225006983698	0.020591263806393888	0.07458282059110226
MIMAT0004615	0.2323110217522987	0.020592035811219718	0.07458282059110226
MIMAT0000096	1.1103841028886288	0.020625316084187426	0.07458282059110226
MIMAT0003424	-0.5850371840417733	0.02062828798075086	0.07458282059110226
MIMAT0003220	-0.11416663202268096	0.020652852324039454	0.07458282059110226
MIMAT0002874	-0.6329368575640065	0.020734180543661843	0.07466748757814584
MIMAT0000422	0.214097691113208	0.02085863333138943	0.07466748757814584
MIMAT0015039	-0.08527699283551438	0.02087774701823115	0.07466748757814584
MIMAT0001000	-0.08545585128155803	0.020898027332561974	0.07466748757814584
MIMAT0018099	0.13522382188284487	0.021047937262353943	0.07492305994049854
MIMAT0004513	0.28502706049013016	0.021080801571973975	0.07492305994049854
MIMAT0016909	-0.0825379363864488	0.02182620948916128	0.07736816889973748
MIMAT0005934	-0.08716815289970081	0.0220969938091836	0.07812244267971209
MIMAT0002187	-0.07194406707882625	0.022383387229395025	0.0787684609669719
MIMAT0014351	0.07796457538514842	0.022396674499146427	0.0787684609669719
MIMAT0010205	-0.27341341291294136	0.02256558990379836	0.07902215266632093
MIMAT0003275	0.08279367796086028	0.022586138661123648	0.07902215266632093
MIMAT0004987	-0.1163887523595141	0.022801501247247186	0.07956896937834705
MIMAT0015031	0.0873677030371817	0.022883564783350095	0.07964899680406351
MIMAT0003225	-0.10264164129809933	0.02317959266188587	0.08047142091639245
MIMAT0007883	0.19904793152439915	0.024039563441133442	0.08324239577173971
MIMAT0002833	-0.09139340500664715	0.024569571264876553	0.08485951921484287
MIMAT0018186	-0.09255109852350309	0.024774688122909186	0.08534911739529072
MIMAT0003335	-0.07736024824257588	0.025307314933331933	0.08696161534489315
MIMAT0004929	-0.16257017573611787	0.02569907573440322	0.08808309163929043
MIMAT0000417	-0.9751601768358364	0.025797865725748215	0.08819727191010875
MIMAT0004584	0.09475916357102351	0.026262035082511237	0.0895568639396016
MIMAT0015026	-0.08945136902028063	0.02640655015507686	0.0898222804517387
MIMAT0000438	-0.6183600187019084	0.02650605347177259	0.08993363734629138
MIMAT0005868	-0.10286204918586202	0.02661334837288867	0.09007080466904784
MIMAT0000707	1.3372707759198899	0.02679703255857575	0.09046517006616926
MIMAT0004679	-0.06876489083367762	0.027483946525363928	0.09220182610364899
MIMAT0005952	0.17570088836196426	0.02750404630604227	0.09220182610364899
MIMAT0000262	-0.09050189748648643	0.027516803336055603	0.09220182610364899
MIMAT0018351	0.08698210728538053	0.02761519781934598	0.09230191429940207
MIMAT0016877	-0.0999993466409345	0.02780145185974807	0.09269444469079369
MIMAT0004698	0.08308485758431834	0.028212933260340474	0.09383412617698425
MIMAT0005825	0.23580705461207513	0.028962953945783115	0.0960913767610095
MIMAT0018187	-0.10927669722005605	0.029219564144482606	0.09670455258628519
MIMAT0017985	0.4309743338311085	0.029817664231873774	0.0984421414714068
MIMAT0000757	0.4465160101178796	0.030340952912060466	0.09978808932115972
MIMAT0001075	-0.12003123307081899	0.030373508999016696	0.09978808932115972
MIMAT0001625	-0.18970892609491705	0.030572361229977873	0.10003355299333626
MIMAT0000081	0.5815714046297717	0.030610696012868335	0.10003355299333626
MIMAT0004511	-0.11204877741813074	0.0306710151345567	0.10003355299333626
MIMAT0018197	-0.1281524727418415	0.030872841393418102	0.10044859264959947
MIMAT0002846	-0.11767120460224711	0.03094952265081618	0.10045543857987806
MIMAT0014977	-0.12142330901459661	0.03122863300482216	0.10111771311897944
MIMAT0016898	-0.06767340664566658	0.031479061373220485	0.10168416227752516
MIMAT0016893	0.15335121980170816	0.031723396944886406	0.10182072865623867
MIMAT0003164	-0.14105721519506806	0.0317363585309835	0.10182072865623867
MIMAT0000421	-0.10816321653153076	0.03177893692091903	0.10182072865623867
MIMAT0003214	-0.08524813443486344	0.03182370212641164	0.10182072865623867
MIMAT0015044	-0.08117400096319048	0.03215088047346877	0.10239425730916321
MIMAT0003888	0.5936030042611752	0.03215498948906907	0.10239425730916321
MIMAT0015069	0.1338506167161839	0.03235461020741325	0.10262126199009887
MIMAT0015002	0.7249622108441767	0.03237864613644545	0.10262126199009887
MIMAT0018204	-0.11096836231402563	0.032931786615098324	0.10391140226806111
MIMAT0003412	-0.11089854499069109	0.03293999166181299	0.10391140226806111
MIMAT0011162	0.16484688138339643	0.03310759478939766	0.10419609855448284
MIMAT0006764	0.5275549514963993	0.0333442689519312	0.10469634097494482
MIMAT0004952	0.9506196020406923	0.033455315769096064	0.10480072172319162
MIMAT0002838	0.08425058811719732	0.03356840214231567	0.10491099231020698
MIMAT0004490	-0.10623537631302836	0.03394062495336548	0.10582875419486874
MIMAT0005940	-0.14530525660161392	0.03402627421956369	0.10585078839203763
MIMAT0005927	0.4757992105990583	0.03469567885489979	0.10768451478698161
MIMAT0000078	0.7033334560597867	0.035001927069807	0.108385277616161
MIMAT0015060	-0.12967886463875977	0.035448413684197135	0.10926707359778493
MIMAT0004955	0.7949426079840799	0.03544893182051374	0.10926707359778493
MIMAT0005588	0.07516512282488104	0.03572855476397516	0.10987754170564963
MIMAT0014689	0.08804306512376282	0.03593890854997611	0.1102726875098356
MIMAT0005955	-0.0765883802748641	0.036089149216267845	0.1103461136795876
MIMAT0000759	0.7434540013504878	0.03612667864342846	0.1103461136795876
MIMAT0003216	-0.17085618823921184	0.03640837950261719	0.11095494839372251
MIMAT0003278	0.3506515543369114	0.03667356831770246	0.11126511828500603
MIMAT0002858	-0.11965939943202702	0.03667536192913339	0.11126511828500603
MIMAT0003293	-0.10299580576059951	0.03677674656525552	0.1113219721874139
MIMAT0001545	-0.6629629516366135	0.03710737593443665	0.11207093135355643
MIMAT0005800	0.07048782627029364	0.03786832499168291	0.11411327463936663
MIMAT0015000	-0.08036792021524106	0.0383048375030614	0.11517101811746362
MIMAT0003300	0.19651414264577668	0.03860907821322197	0.11541458801608556
MIMAT0003948	0.3570814649246913	0.038642501015655965	0.11541458801608556
MIMAT0000771	-0.08829590196072179	0.03865883154067516	0.11541458801608556
MIMAT0004488	-0.12678737812523963	0.038728577418909185	0.11541458801608556
MIMAT0007401	0.1338588145226115	0.03901938745212465	0.11602453619870177
MIMAT0004612	0.09960509865214422	0.039584208436346066	0.11744477701268316
MIMAT0016880	-0.45271303295668086	0.039689484585134	0.11749832029928682
MIMAT0003319	-0.08996936526038979	0.04065826739177175	0.11989655915095031
MIMAT0003244	-0.10136731842292672	0.040691010292402345	0.11989655915095031
MIMAT0004595	-0.9261173312726044	0.0407666103126468	0.11989655915095031
MIMAT0015083	-0.6624529484363822	0.04100498329145053	0.12015644995873852
MIMAT0003276	-0.06304449760926112	0.041033383059405876	0.12015644995873852
MIMAT0005572	-1.0994259100175698	0.041240535693755784	0.120501088024922
MIMAT0000226	1.1343725869456174	0.04144587200742202	0.12083893851514603
MIMAT0001631	-1.4797166420424985	0.04192680714296264	0.12197712574853278
MIMAT0016863	0.09305455022068829	0.0429634268359808	0.12472356885359082
MIMAT0005884	-0.11547629204959212	0.04310430597645049	0.1248634411833953
MIMAT0002173	2.251751330537827	0.04343483079941294	0.1255508950360713
MIMAT0000685	0.8058468614036315	0.04376456063673027	0.1261968650951512
MIMAT0000436	-1.7702782085588538	0.04384568141390554	0.1261968650951512
MIMAT0014694	-0.42599558903725776	0.044286074082718736	0.12719262641667833
MIMAT0018070	-0.10342685461315444	0.04448621731102983	0.1274956057828876
MIMAT0015066	0.6222808386711092	0.04469033032722005	0.12780865170013886
MIMAT0000244	-0.6954995923504852	0.046044556520238165	0.1313337176295576
MIMAT0003292	0.35591499031281765	0.04611792757147791	0.1313337176295576
MIMAT0004909	-0.07997230814213435	0.04635310975657525	0.1314516572920583
MIMAT0000076	-0.9992470516859148	0.04635451908962709	0.1314516572920583
MIMAT0015085	0.15549632485906636	0.046793902916114065	0.1323646196641865
MIMAT0002837	-0.12194231215603213	0.04687299449132662	0.1323646196641865
MIMAT0003165	0.31936573756842485	0.04756013945155888	0.1340240749816942
MIMAT0000070	0.6390862514337186	0.04801743790146451	0.13503024812791795
MIMAT0005906	-0.055578593707935206	0.04816309995882791	0.1351576992594608
MIMAT0000731	-0.2471252536369283	0.04906354087985571	0.13739831510429448
MIMAT0016912	-0.08083021338629029	0.04927603906554974	0.13770710502343464
MIMAT0000735	-0.08638550836366407	0.050240444779855405	0.1400941418734564
MIMAT0003717	-0.08409679779689383	0.05033820687954929	0.1400941418734564
MIMAT0007881	0.08629036940511386	0.051836384190828706	0.14367086178697702
MIMAT0018354	-0.16421181339683316	0.051836702916459414	0.14367086178697702
MIMAT0000091	0.40389284753570676	0.052073949512765734	0.14403205337514466
MIMAT0000092	0.6168909730943956	0.052336322112170826	0.14446111861699612
MIMAT0016844	-0.09051641645584571	0.052779345854208466	0.14538605084993622
MIMAT0009978	-0.14240354851817386	0.05311363305325543	0.1460082933117042
MIMAT0004504	1.6972336836582806	0.05356645217412633	0.14695317938604516
MIMAT0004958	0.33660979641815075	0.05375889935112906	0.14718137688205457
MIMAT0005799	-0.061514972786155524	0.053934699303288945	0.14736316422217083
MIMAT0000461	0.5527058117402266	0.05459358453787058	0.14886145419536775
MIMAT0002184	0.07801449068122358	0.05528194268867734	0.15043389252858258
MIMAT0002842	-0.0877141112890261	0.055911905858199405	0.15184140562700524
MIMAT0014985	-0.07266314083666268	0.056046226657765014	0.151899934221347
MIMAT0011160	-0.10426581816733649	0.05658521921680253	0.15305279173701408
MIMAT0000276	-0.628951038274552	0.05834532369780356	0.15696680554431108
MIMAT0003421	-0.08264969199093207	0.05838292237275653	0.15696680554431108
MIMAT0005870	-0.11253587222599758	0.058480645240993036	0.15696680554431108
MIMAT0005899	-0.08175999374016572	0.05849839375148046	0.15696680554431108
MIMAT0018349	0.4917792798794515	0.059188565794658365	0.1585029783805265
MIMAT0015024	0.061123990595616406	0.06016883710950838	0.1605653173609629
MIMAT0017991	0.2979243660663301	0.060408109311649076	0.1605653173609629
MIMAT0003945	0.6296565771971644	0.06041136402074632	0.1605653173609629
MIMAT0017986	-0.12714147332125214	0.0604394550324942	0.1605653173609629
MIMAT0003280	-0.09827168575027105	0.06055470023709663	0.1605653173609629
MIMAT0003321	-0.07998859123954558	0.06158246322858595	0.16296970131415575
MIMAT0004917	-0.07641843576083958	0.06346036816294545	0.1676100312068383
MIMAT0000727	0.7212077509348586	0.06366371669095132	0.1678180555434666
MIMAT0014707	-0.44306465160762437	0.06414944817874599	0.16875167409026576
MIMAT0005827	0.3253726993331857	0.06426845494306335	0.16875167409026576
MIMAT0001532	-0.09607475614377697	0.06585013348781402	0.1725683459301274
MIMAT0002805	-0.13357164326002643	0.06609232159099014	0.17268966361642513
MIMAT0009201	0.06800028560801666	0.06615283327845238	0.17268966361642513
MIMAT0015073	0.12091659045293626	0.06691317261255761	0.17433664121685707
MIMAT0002806	0.15643248016567624	0.06735180804826896	0.17514070548459126
MIMAT0000462	0.40399542214830847	0.06752135018185343	0.17524327301533058
MIMAT0018117	-0.06723346511251327	0.06825788086287714	0.1768141644659529
MIMAT0014989	0.07512582446899488	0.06857020316660964	0.1772822719106011
MIMAT0003307	-0.06554931563653961	0.06876109446980365	0.17743523802840136
MIMAT0004761	1.0307862829508303	0.06922221555343891	0.17828360296459314
MIMAT0016865	0.6277198017654515	0.06956561703244452	0.1788261185929442
MIMAT0015011	-0.06315474210394101	0.06990009062348011	0.17934366108538613
MIMAT0002170	-0.06447102462307787	0.07068512468525423	0.18101304743543242
MIMAT0000738	0.41570087413658197	0.07086659708968042	0.18113340850056836
MIMAT0018115	-0.062371216355679604	0.07116841935463639	0.18156034255813489
MIMAT0003314	-0.09809398459204009	0.07171147959384398	0.18252592060198483
MIMAT0000099	0.5145048789311061	0.07211089142223494	0.18252592060198483
MIMAT0004957	0.38614892974618253	0.07212576519992689	0.18252592060198483
MIMAT0003285	-0.09359014493527248	0.07216871860817956	0.18252592060198483
MIMAT0015013	-0.09471927431518742	0.07222443628868443	0.18252592060198483
MIMAT0000089	2.1540027267621977	0.07277977790889145	0.18358494539939474
MIMAT0003331	-0.09652564970691338	0.07325004617852003	0.18412826424104872
MIMAT0000705	0.4537390241704705	0.07326855949012778	0.18412826424104872
MIMAT0005892	-0.07278125913113524	0.07406177649420712	0.18577507064748042
MIMAT0005874	-0.0843678713104254	0.07435045119155054	0.18615252370821295
MIMAT0004685	-0.06871722761815788	0.07475882271455082	0.18682770722912795
MIMAT0000684	-0.1181010175143347	0.07537028669004874	0.1880069929101771
MIMAT0004699	-0.08937803939387191	0.07564343280910085	0.1882553244690295
MIMAT0018004	0.09542728937814815	0.07591864955456248	0.1882553244690295
MIMAT0015005	-0.4179889933865711	0.07604330406243698	0.1882553244690295
MIMAT0002825	-0.11630500992976482	0.07615280749339086	0.1882553244690295
MIMAT0004607	0.05540398866236602	0.07616863536423243	0.1882553244690295
MIMAT0004796	0.07583102844468856	0.07685771975561188	0.18938020056593408
MIMAT0004780	0.32555571725743127	0.07690495152900217	0.18938020056593408
MIMAT0004835	-0.07134554613461014	0.0775024987349708	0.1905034047372366
MIMAT0005875	-0.08410719777912	0.07775845033954755	0.1906762473682466
MIMAT0002871	0.33243975226949973	0.0778559287695142	0.1906762473682466
MIMAT0001574	0.06106599941385631	0.078169532655153	0.1910968429881871
MIMAT0003281	-0.10175473118303086	0.07859577133461888	0.19179076809371673
MIMAT0002878	-0.09008779293102642	0.07938967438499825	0.19337774212765396
MIMAT0016889	0.560123376089324	0.07953831819666171	0.19339009857563777
MIMAT0018083	-0.09855409001142962	0.08008697325680106	0.1943732486070469
MIMAT0000245	0.5497783885750143	0.08078374504427509	0.19547621728888184
MIMAT0014984	0.08317820858554954	0.08083166520408848	0.19547621728888184
MIMAT0000710	-0.622633828426641	0.08128600245240303	0.19609243022822326
MIMAT0000433	-1.4312582664492435	0.08137763065892858	0.19609243022822326
MIMAT0009150	0.05525105120579246	0.08234262490743684	0.19806342098270968
MIMAT0004756	0.10573940276721439	0.08288601233408295	0.19877440160527407
MIMAT0011156	-0.067543364135275	0.08293334350568969	0.19877440160527407
MIMAT0002818	-0.07157103461209452	0.08346441846431112	0.1996919567876147
MIMAT0005793	0.4625489575097518	0.08395563920567581	0.20051107448589592
MIMAT0003389	-0.54130751771732	0.08509402930520216	0.20287019021965894
MIMAT0015042	-0.06601609667711014	0.08539738016596798	0.20323369449392029
MIMAT0018081	0.21507358174089014	0.08661959703522674	0.2057241929998265
MIMAT0000714	-0.0748608536072273	0.08685046865332556	0.2057241929998265
MIMAT0003327	-0.09741485416236942	0.08690205331618506	0.2057241929998265
MIMAT0018199	-0.09117269387031589	0.08968653199180647	0.2119434361280058
MIMAT0003248	-0.08293541877546035	0.08990928072803406	0.21209772529012585
MIMAT0000062	-0.3570003458813152	0.09017956456164353	0.21236341514778642
MIMAT0003295	-0.07418578895763138	0.09183214253554914	0.21554436909363958
MIMAT0014704	-0.6526184847809716	0.09185038445415673	0.21554436909363958
MIMAT0018080	0.17004282162410314	0.09326547648029594	0.2184004600877582
MIMAT0016864	0.1479220339426723	0.09339173348964272	0.2184004600877582
MIMAT0004610	0.5922135448970065	0.09370700864480354	0.2186208726184437
MIMAT0015036	-0.48580543819418825	0.09381058973530844	0.2186208726184437
MIMAT0018446	-0.092799326320329	0.09519625671732465	0.2213416021347499
MIMAT0004696	-0.0624281665490829	0.0953311800668058	0.2213416021347499
MIMAT0004785	-0.09482822670086848	0.0954710251227095	0.2213416021347499
MIMAT0004744	-0.0637202228690646	0.09701489759145518	0.22439892171408618
MIMAT0000085	-0.4909677208093414	0.0972641143733592	0.22439892171408618
MIMAT0001339	-0.09905347714664695	0.09728951023090299	0.22439892171408618
MIMAT0018189	-0.10549925997694752	0.09823770541545632	0.22619861400789684
MIMAT0018181	-0.076173495618344	0.09854600383335806	0.22652127502309435
MIMAT0015032	-0.07548263955351475	0.09878842768661188	0.2266916730730259
MIMAT0005956	-0.07916723021896474	0.09907201519011677	0.22695578989980833
MIMAT0015062	0.1272667249273624	0.09936026581284585	0.22722967410849465
MIMAT0004586	-0.1107502734458761	0.09975841633697333	0.22739115947872754
MIMAT0003288	-0.07798526180556888	0.09976850427017668	0.22739115947872754
MIMAT0003267	-0.06947129164507956	0.10216019979498872	0.23244896811461116
MIMAT0016913	-0.05809609536580943	0.10253399634347907	0.23290605914783524
MIMAT0002866	-0.08615292271367422	0.10328660560189316	0.23422063593560621
MIMAT0003418	-0.06484903322066607	0.10390450793001714	0.2352258355995514
MIMAT0004489	0.07512868911212661	0.10516868412541047	0.237491470116484
MIMAT0008403	0.05006074290745195	0.105376651067801	0.237491470116484
MIMAT0000065	0.533720342877186	0.10543595631224548	0.237491470116484
MIMAT0018103	-0.0562739578853857	0.10561053496642459	0.237491470116484
MIMAT0005937	-0.07846714721027638	0.10761891980144044	0.24138381022557942
MIMAT0002877	-1.0300824773360093	0.10769982920977969	0.24138381022557942
MIMAT0004672	0.06769355956216043	0.10869419177924643	0.24320776798446003
MIMAT0000434	-1.2604573608244594	0.1092508067551016	0.24404782205492848
MIMAT0000269	0.378870869541949	0.10982284402082376	0.24491948823849274
MIMAT0014982	-0.1338970149588544	0.11093317574584508	0.2463785865579853
MIMAT0015214	-0.06824078760262943	0.11138551670671976	0.2463785865579853
MIMAT0005883	-0.06978291966438345	0.11141578825000464	0.2463785865579853
MIMAT0002835	0.07561458125703426	0.11152345293083595	0.2463785865579853
MIMAT0000717	-0.09051437973468013	0.11168886814420266	0.2463785865579853
MIMAT0018084	0.13021083456580518	0.11169641600334232	0.2463785865579853
MIMAT0003287	0.06321420324408346	0.11175747318999926	0.2463785865579853
MIMAT0003323	-0.08293364749197023	0.11364640914037559	0.24935650149015123
MIMAT0005933	-0.09191514961141445	0.11369078971292845	0.24935650149015123
MIMAT0009203	0.30248948585438923	0.1137385833443904	0.24935650149015123
MIMAT0011163	0.46460216861568715	0.11384873676053675	0.24935650149015123
MIMAT0012170	0.3538743044720264	0.11514777196607888	0.25179228707517576
MIMAT0001343	0.1669148944750914	0.11555293321919949	0.2522687213067451
MIMAT0005901	-0.18802829791777773	0.1162353031941522	0.2533478210396813
MIMAT0000074	0.42385547577872296	0.11739626449154432	0.2550646182917079
MIMAT0016874	0.06561660420261506	0.11740168028274603	0.2550646182917079
MIMAT0003316	-0.07108212024693902	0.11784437093762422	0.25529112222090816
MIMAT0007402	-0.07265441687968548	0.11788498739525233	0.25529112222090816
MIMAT0004658	0.1723878758536771	0.11900927881873238	0.25703014971291843
MIMAT0004486	0.11064407599790638	0.11923827702298657	0.25703014971291843
MIMAT0015019	0.21970461995194593	0.11942029393745465	0.25703014971291843
MIMAT0004980	0.1982133581950893	0.11953552310198777	0.25703014971291843
MIMAT0003414	0.05557941083987966	0.11964209641425377	0.25703014971291843
MIMAT0003242	-0.06474398178555832	0.11990898028123052	0.25719330643123806
MIMAT0018355	0.05750180805296111	0.12136330342737721	0.2598988389772291
MIMAT0002812	-0.06129629291029927	0.12342679759060263	0.2638982481818123
MIMAT0002880	-0.05654480282048707	0.1256547879318726	0.2679826898537512
MIMAT0004674	-0.09864647255819366	0.12583701134571804	0.2679826898537512
MIMAT0008404	0.5893599960979119	0.12593395892904566	0.2679826898537512
MIMAT0002859	0.09411378731583625	0.12762684078378797	0.27100747392887736
MIMAT0016867	0.06571371387098714	0.12775779208970833	0.27100747392887736
MIMAT0009451	-0.08240989506493743	0.12807294744698525	0.27124883680988854
MIMAT0018108	-0.05242386563334839	0.12908134490005402	0.27295537139775944
MIMAT0005877	0.06551918979059072	0.12992179424060846	0.27430196997194295
MIMAT0001080	0.2786972711506068	0.1310153368037301	0.27617786960035123
MIMAT0005936	-0.07050103365310605	0.13214963415667627	0.27754835140382417
MIMAT0016875	0.11307515715408491	0.13221608474699859	0.27754835140382417
MIMAT0003241	-0.10421643922410204	0.1322836240543839	0.27754835140382417
MIMAT0000681	0.32833732902165536	0.13282800577058773	0.2780014796924669
MIMAT0000692	-0.38648125816471235	0.13308430928645004	0.2780014796924669
MIMAT0015046	-0.1025224116027817	0.13320272735121794	0.2780014796924669
MIMAT0005867	0.12954933673863378	0.13332513428458323	0.2780014796924669
MIMAT0004903	0.15600128951904735	0.13445253665911225	0.2799189596287855
MIMAT0018067	-0.14537159550378936	0.1352038380720251	0.28090563591704343
MIMAT0003333	-0.06732816241351727	0.135343546926623	0.28090563591704343
MIMAT0015212	0.26481010028834867	0.13557822017891116	0.2809597885861436
MIMAT0015075	0.0431550059203736	0.13621956418820427	0.28185522728342727
MIMAT0005580	0.08804443295678704	0.13855428606334058	0.28624635479650273
MIMAT0005796	0.32223445201939527	0.1391611590933786	0.287059848849588
MIMAT0003240	-0.6269274353559398	0.13965032048928663	0.2876284123838977
MIMAT0003256	-0.05067617806140359	0.14208227125052986	0.29219056393047893
MIMAT0002876	0.39083966258381525	0.1426223763892895	0.2928541783481295
MIMAT0005577	-0.05030640051953597	0.14547907232735174	0.2982653126711458
MIMAT0002850	-0.0848102389637622	0.14590291145520456	0.29867966828291875
MIMAT0010202	0.1721013946796082	0.14649240447567383	0.29943136392827413
MIMAT0018361	-0.18899910336546707	0.14749430015138845	0.300858150547389
MIMAT0000253	1.0162849019000306	0.14763714737329187	0.300858150547389
MIMAT0014998	0.06600064179657657	0.14817887082331607	0.30150595014955706
MIMAT0003272	0.04993424977894792	0.14923446622708111	0.3031958159998164
MIMAT0000997	0.05465743262791262	0.14986450286106606	0.30401729721966264
MIMAT0004808	-0.09209881270778417	0.15193688119723478	0.3077578631168049
MIMAT0005458	0.4293736848198301	0.15230309277706838	0.3077907109290766
MIMAT0002819	-0.4710406307643452	0.15241009962115376	0.3077907109290766
MIMAT0009205	-0.05862027673288237	0.15266872109649193	0.3078514480793033
MIMAT0015029	0.0548092494514588	0.1533440798855092	0.3087510846125274
MIMAT0005912	-0.08857913668160089	0.15436667050271116	0.3096381648263328
MIMAT0016868	0.2541760420866681	0.15438107782286684	0.3096381648263328
MIMAT0004589	-0.15958429538041574	0.15447427376636647	0.3096381648263328
MIMAT0004555	0.23268160612117814	0.1561326524720451	0.31249729997005166
MIMAT0017994	0.06193587371360362	0.1572359874267582	0.3142386870383432
MIMAT0004802	0.06495439894760759	0.15811077693148348	0.315518839298827
MIMAT0014695	0.6901154085173394	0.15871261566805098	0.3162513214569004
MIMAT0010132	0.08227989700389411	0.1596891037548992	0.3177270646349324
MIMAT0018110	0.20122201490129946	0.16008048944752004	0.3180360166457367
MIMAT0003234	-0.04376354446846858	0.160660747083603	0.3187187427416985
MIMAT0004763	0.5515400514316867	0.16244241776002094	0.3217793187099238
MIMAT0018191	0.28802733120882357	0.163169481924817	0.32274492239754554
MIMAT0003341	0.2353234952169268	0.166205448915091	0.32826794675751847
MIMAT0000082	-0.2454986968170693	0.16663010020998065	0.3286248096381317
MIMAT0004983	-0.5344987184902088	0.16728296436295384	0.32921617611157633
MIMAT0015375	0.09375920062423428	0.16741876810425374	0.32921617611157633
MIMAT0004928	-0.06576368394312751	0.1683613527488425	0.33035502849744075
MIMAT0012595	0.038153981875420476	0.16848842210671255	0.33035502849744075
MIMAT0007887	0.04961535547394432	0.1705671500539307	0.33394469639919283
MIMAT0001583	0.15471187478052045	0.17163234722031467	0.33488116894774816
MIMAT0018192	0.049399261650436115	0.17171526735876047	0.33488116894774816
MIMAT0000069	-0.4701292192968649	0.17179130493162137	0.33488116894774816
MIMAT0004594	-0.2591556242924276	0.17287645897860526	0.33635003341753467
MIMAT0015281	0.40729688300161343	0.17304422654666038	0.33635003341753467
MIMAT0003251	-0.07587503179381262	0.17477276607134073	0.33897881792784285
MIMAT0011159	-0.04520420946792783	0.17489998400879792	0.33897881792784285
MIMAT0001575	-0.048391655916216865	0.176101334676883	0.340816807197933
MIMAT0009149	0.0996462246275782	0.1767349494185549	0.341343223142084
MIMAT0000254	0.6448372765474771	0.17688015571876364	0.341343223142084
MIMAT0002829	-0.0785855035629391	0.178231376555288	0.3432186595978438
MIMAT0005953	-0.04895933422066571	0.17859881666711297	0.3432186595978438
MIMAT0005886	0.05833185416783779	0.17861639226287193	0.3432186595978438
MIMAT0002816	-1.1392355562021876	0.17923815125694056	0.3437383033826761
MIMAT0003270	-0.14913328611226442	0.17955834841060364	0.3437383033826761
MIMAT0014696	0.3852265331234367	0.17965238721707794	0.3437383033826761
MIMAT0000068	-0.5201512776343824	0.18030157630138272	0.3444910968481738
MIMAT0005923	0.08885358344741696	0.18185469740327492	0.3468112009879382
MIMAT0000646	0.9870298818502006	0.18203082338416654	0.3468112009879382
MIMAT0004485	-0.0620636870015266	0.18296311754104466	0.34809508379630955
MIMAT0005894	-0.07255154130979154	0.18431454057963237	0.349793941978778
MIMAT0005591	0.08689667392958358	0.1845300236890709	0.349793941978778
MIMAT0005592	0.14634700401968725	0.18463510968590285	0.349793941978778
MIMAT0018106	-0.04817970190796552	0.18569614854794236	0.35106290401880214
MIMAT0014706	-0.056836050517994986	0.18582616968478538	0.35106290401880214
MIMAT0017988	-0.043476731403464676	0.18880915250516578	0.3559970373627927
MIMAT0005942	-0.3415928466422305	0.1889665046135091	0.3559970373627927
MIMAT0000094	0.5537206903531575	0.18965672904754796	0.3567983436131943
MIMAT0004676	0.3162126564776438	0.1926575303360825	0.3619382055267826
MIMAT0004608	-0.049797876924620135	0.193007876349672	0.362091378054329
MIMAT0003715	0.039958715922981045	0.19427796176629536	0.3639671967999998
MIMAT0004611	-0.05785422604611897	0.19563356092348938	0.3659977868943614
MIMAT0011777	0.3196065605786131	0.19645810052125304	0.36683625144762344
MIMAT0002194	0.04510133917971446	0.19662640946190357	0.36683625144762344
MIMAT0009199	0.08042066480920637	0.19834311579406103	0.3692645300963096
MIMAT0016883	0.09182366536278726	0.1984762581957893	0.3692645300963096
MIMAT0002189	-0.051324501022353586	0.19939154210811857	0.37045573409604926
MIMAT0004492	-0.08375494108229337	0.20142107548187424	0.37354815018352305
MIMAT0015376	-0.06826658373351828	0.2016106200322355	0.37354815018352305
MIMAT0003416	0.0769138517784283	0.20443263179672114	0.3782565316348673
MIMAT0002888	0.3344300889683204	0.20634994840605853	0.3812803573428818
MIMAT0015045	0.19876701969898955	0.20704007163756227	0.38203147465177584
MIMAT0004554	-0.05334853894265369	0.20749005996110367	0.38209840743661355
MIMAT0015055	0.06334445929687908	0.2076436779833713	0.38209840743661355
MIMAT0014700	0.03980484578835666	0.20867407380954234	0.3831263686063284
MIMAT0015018	-0.053072116575928786	0.2087711615122829	0.3831263686063284
MIMAT0018119	0.04406238621903317	0.20908107770001405	0.38317307709104614
MIMAT0018079	0.2356189235676626	0.2110157656133713	0.3858020615651608
MIMAT0004602	-0.4322695293545401	0.21154250634545543	0.3858020615651608
MIMAT0003246	-0.05610292188715817	0.21157614985677403	0.3858020615651608
MIMAT0002856	-0.07159760180593981	0.2116791579924436	0.3858020615651608
MIMAT0018105	0.06072338680709138	0.21195378365895587	0.3858020615651608
MIMAT0000444	0.4462508865831151	0.2125057421630307	0.3858020615651608
MIMAT0004923	-0.051139472480993396	0.21252051201287994	0.3858020615651608
MIMAT0000083	0.34164212746059275	0.21326050637789012	0.38620817186074446
MIMAT0014999	0.33920493034192273	0.2141523025985072	0.38620817186074446
